"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.img_url","Answer.checkboxes.1","Answer.checkboxes.2","Answer.checkboxes.3","Answer.checkboxes.4","Answer.checkboxes.5","Answer.checkboxes.6","Answer.checkboxes.7","Answer.checkboxes.8","Answer.radios.hasPeople","Answer.radios.noPeople","Approve","Reject"
"39KMGHJ4R1EDZPHTJKJOFF0VM9500I","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","32EYX73OY3DJ2OB216LPD2KCJ6MURD","ARIBVG7WV64QM","Submitted","Thu Apr 25 09:09:41 PDT 2019","Thu Apr 25 09:10:27 PDT 2019","Sun Apr 28 09:10:27 PDT 2019","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_7.jpg","false","false","true","false","false","false","false","false","true","false"
"39KMGHJ4R1EDZPHTJKJOFF0VM9500I","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","37W3JXSD69C5RTCTA1SK3MY679CWYG","A3AAC42XHLJPKM","Submitted","Thu Apr 25 09:08:58 PDT 2019","Thu Apr 25 09:10:05 PDT 2019","Sun Apr 28 09:10:05 PDT 2019","","","","67","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_7.jpg","true","false","true","false","true","false","false","false","false","true"
"39KMGHJ4R1EDZPHTJKJOFF0VM9500I","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","3GNA64GUZH82586NNQOH00IRO3S5Q6","A3G235I8PH0325","Submitted","Thu Apr 25 09:09:31 PDT 2019","Thu Apr 25 09:10:37 PDT 2019","Sun Apr 28 09:10:37 PDT 2019","","","","66","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_7.jpg","true","false","false","false","false","true","false","false","false","true"
"3GITHABAC0PNGVCEZDP09FPNR002NF","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","3P529IW9K1PJG8JZ1XTU5QAA3RJLFG","ARIBVG7WV64QM","Submitted","Thu Apr 25 09:12:15 PDT 2019","Thu Apr 25 09:13:02 PDT 2019","Sun Apr 28 09:13:02 PDT 2019","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_9.jpg","false","false","true","false","false","false","false","false","true","false"
"3GITHABAC0PNGVCEZDP09FPNR002NF","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","3TE22NPXPEGDKKFPBOYUS5B8SFG44J","AT9U8SRUUFLHG","Submitted","Thu Apr 25 09:15:11 PDT 2019","Thu Apr 25 09:16:05 PDT 2019","Sun Apr 28 09:16:05 PDT 2019","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_9.jpg","true","false","false","false","false","false","false","false","false","true"
"3GITHABAC0PNGVCEZDP09FPNR002NF","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","3ZV9H2YQQGB4BQF5LGZUDS2TY8IW3B","A3W0C04EXOY12C","Submitted","Thu Apr 25 09:11:47 PDT 2019","Thu Apr 25 09:12:18 PDT 2019","Sun Apr 28 09:12:18 PDT 2019","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_9.jpg","false","false","true","false","false","false","false","false","true","false"
"3WYZV0QBFLHMG2QEKC5K8AJPNKMXBV","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","304SM51WA68G7429G44ZYMXKGNYSBI","ARIBVG7WV64QM","Submitted","Thu Apr 25 09:09:52 PDT 2019","Thu Apr 25 09:10:53 PDT 2019","Sun Apr 28 09:10:53 PDT 2019","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_21.jpg","false","true","false","false","false","false","false","false","true","false"
"3WYZV0QBFLHMG2QEKC5K8AJPNKMXBV","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","31EUONYN2Y7GIQ8ME4EQFTHQMQCOVO","A3W0C04EXOY12C","Submitted","Thu Apr 25 09:13:37 PDT 2019","Thu Apr 25 09:14:18 PDT 2019","Sun Apr 28 09:14:18 PDT 2019","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_21.jpg","false","false","true","false","false","false","false","false","true","false"
"3WYZV0QBFLHMG2QEKC5K8AJPNKMXBV","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","3WEV0KO0OPW9M10TU0V5TCLKJ8ASDP","A2CR1GIBUQ88QM","Submitted","Thu Apr 25 09:09:53 PDT 2019","Thu Apr 25 09:10:13 PDT 2019","Sun Apr 28 09:10:13 PDT 2019","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_21.jpg","false","false","true","false","false","false","false","false","true","false"
"34ZTTGSNJZSCYISOYQKO0DQULU4QH7","3S0VMPP5OHC7ZW2RJHNUSTU742HXKD","Characterize Images","Categorize the given content based on the provided criteria","categorize, image","$0.01","Thu Apr 25 09:08:01 PDT 2019","3","BatchId:3620442;OriginalHitTemplateId:928390873;","3600","259200","Thu May 02 09:08:01 PDT 2019","","","3JAOYWH7VL8AFYSMYBT2VUOZ0TO9LC","ARIBVG7WV64QM","Submitted","Thu Apr 25 09:10:30 PDT 2019","Thu Apr 25 09:11:16 PDT 2019","Sun Apr 28 09:11:16 PDT 2019","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/pickture-perfect/budapest/img_13.jpg","false","true","false","false","false","false","false","false","true","false"
